year,category,n,Num_Trans,Area,Property_Type
2011,BEAUFORT ON NASSIM,2846,2,Tanglin,Condominium
2011,BEAUTY GARDEN,887,5,Sengkang,Semi-Detached House
2011,BEAUTY WORLD CENTRE,705,1,Bukit Timah,Apartment
2011,BEAVERTON COURT,1262,4,Bukit Timah,Condominium
2011,BEDOK COURT,629,21,Bedok,Condominium
2011,BEDOK GROVE,1236,2,Bedok,Terrace House
2011,BEDOK PARK,795,3,Bedok,Semi-Detached House
2011,BEDOK RIA,860,4,Bedok,Detached House
2011,BEDOK SHOPPING COMPLEX,288,1,Bedok,Apartment
2011,BEDOKVILLE,979,4,Bedok,Semi-Detached House
2011,BEECHWOOD TERRACE,791,2,Woodlands,Terrace House
2011,BELGRAVIA PARK,910,1,Serangoon,Terrace House
2011,BELLA VISTA,1058,2,Serangoon,Apartment
2011,BELLE VUE RESIDENCES,2423,7,River Valley,Condominium
2011,BELLEZZA @ KATONG,1059,4,Marine Parade,Apartment
2011,BELMOND GREEN,1659,18,Tanglin,Condominium
2011,BENA PARK,560,1,Changi,Semi-Detached House
2011,BENG TONG MANSION,1579,2,Marine Parade,Apartment
2011,BETA GROVE,712,1,Bedok,Apartment
2011,BINJAI CREST,625,11,Bukit Timah,Terrace House
2011,BINJAI PARK,1101,5,Bukit Timah,Apartment
2011,BIRMINGHAM MANSIONS,1370,2,Novena,Apartment
2011,BISHAN 8,1102,16,Bishan,Condominium
2011,BISHAN LOFT,967,18,Bishan,Executive Condominium
2011,BISHAN PARK CONDOMINIUM,778,15,Bishan,Condominium
2011,BISHAN POINT,831,15,Bishan,Condominium
2011,BLAIR PLAIN CONSERVATION AREA,2808,5,Bukit Merah,Terrace House
2011,BLEU @ EAST COAST,1037,5,Bedok,Condominium
2011,BLOSSOM VIEW,806,9,Geylang,Apartment
2011,BLOSSOMS @ WOODLEIGH,1079,7,Toa Payoh,Condominium
2011,BLU CORAL,876,4,Bedok,Condominium
2011,BLUE HORIZON,940,39,Clementi,Condominium
2011,BLUWATERS,802,7,Pasir Ris,Apartment
2011,BLUWATERS 2,814,7,Pasir Ris,Condominium
2011,BOON COURT,720,1,Geylang,Apartment
2011,BOON GARDENS,1150,1,Serangoon,Terrace House
2011,BOON SING BUILDING,1161,1,Downtown Core,Apartment
2011,BOON TECK TOWERS,874,7,Novena,Condominium
2011,BOONVIEW,1053,6,Bishan,Condominium
2011,BOTANIC GARDENS MANSION,1644,3,Tanglin,Apartment
2011,BOTANIC GARDENS VIEW,1667,2,Tanglin,Apartment
2011,BOTANIKA,1946,5,Tanglin,Apartment
2011,BOTANNIA,1070,51,Clementi,Condominium
2011,BOUGAINVILLA APARTMENTS,655,4,Geylang,Apartment
2011,BOWMONT CENTRE,736,2,Bedok,Apartment
2011,BRADDELL HEIGHTS ESTATE,1054,13,Serangoon,Detached House
2011,BRADDELL REGALIA,849,11,Serangoon,Apartment
2011,BRADDELL VIEW,719,33,Toa Payoh,Apartment
2011,BRIGHT GARDEN,1255,1,Bedok,Terrace House
2011,BRIGHTVIEW APARTMENTS,817,12,Geylang,Apartment
2011,BRISTOL LODGE,976,2,Kallang,Apartment
2011,BUCKLEY 18,1682,7,Novena,Apartment
2011,BUKIT LOYANG ESTATE,687,2,Pasir Ris,Semi-Detached House
2011,BUKIT REGENCY,880,11,Bukit Timah,Condominium
2011,BULLION PARK,899,38,Ang Mo Kio,Condominium
2011,BUONA VISTA GARDENS,892,2,Queenstown,Condominium
2011,BURGUNDY HILL,777,3,Bukit Batok,Semi-Detached House
2011,BURLINGTON SQUARE,1276,13,Rochor,Apartment
2011,BUTTERWORTH 33,1036,1,Geylang,Apartment
2011,BUTTERWORTH 8,1055,22,Geylang,Condominium
2011,BUTTERWORTH VIEW,868,2,Geylang,Apartment
2011,CACTUS GREEN,749,1,Ang Mo Kio,Semi-Detached House
2011,CADENCE LIGHT,1065,4,Bedok,Apartment
2011,CAI GARDEN,989,26,Bedok,Condominium
2011,CAIRNHILL ASTORIA,1749,1,Newton,Apartment
2011,CAIRNHILL CONSERVATION AREA,3169,4,Newton,Terrace House
2011,CAIRNHILL CREST,2051,16,Newton,Condominium
2011,CAIRNHILL HEIGHTS,1642,3,Newton,Apartment
2011,CAIRNHILL MANSIONS,1680,1,Newton,Apartment
2011,CAIRNHILL PLAZA,1707,4,Newton,Apartment
2011,CAIRNHILL RESIDENCES,2101,8,Newton,Apartment
2011,CALARASI,810,4,Novena,Apartment
2011,CALDECOTT HILL ESTATE,1187,4,Novena,Detached House
2011,CALLIDORA VILLE,1114,5,Bedok,Apartment
2011,CAMELLIA LODGE,697,3,Geylang,Apartment
2011,CAMELODGE,722,1,Bedok,Apartment
2011,CAMELOT BY-THE-WATER,1397,3,Kallang,Condominium
2011,CAMWOOD PARK,1556,1,Tanglin,Detached House
2011,CANARY PARK,1035,1,Bedok,Terrace House
2011,CANARY VILLE,883,1,Bedok,Apartment
2011,CANBERLIN LODGE,638,3,Geylang,Apartment
2011,CANDEVILLE,729,1,Bedok,Apartment
2011,CANNAVILLE,842,1,Marine Parade,Apartment
2011,CAPITOL PARK,1648,7,Novena,Detached House
2011,CARABELLE,1011,13,Clementi,Condominium
2011,CARIBBEAN AT KEPPEL BAY,1557,86,Bukit Merah,Condominium
2011,CARISSA PARK CONDOMINIUM,802,37,Pasir Ris,Condominium
2011,CARLYX GREEN,1140,1,Kallang,Apartment
2011,CARMI MANSION,457,1,Geylang,Apartment
2011,CASA AROMA,914,1,Geylang,Apartment
2011,CASA CAIRNHILL,1660,1,Newton,Apartment
2011,CASA EMERALD,763,3,Geylang,Apartment
2011,CASA ESPANIA,754,1,Serangoon,Apartment
2011,CASA ESPERANZA,1193,2,Bukit Timah,Condominium
2011,CASA FLORA,692,1,Bedok,Condominium
2011,CASA FORTUNA,1209,3,Novena,Apartment
2011,CASA IRRAWADDY,1076,2,Novena,Apartment
2011,CASA JERVOIS,1348,3,Tanglin,Apartment
2011,CASA MERAH,1040,47,Bedok,Apartment
2011,CASA MEYA,1115,1,Toa Payoh,Apartment
2011,CASA MEYFORT,1303,1,Marine Parade,Condominium
2011,CASA NALLUR,1111,1,Bedok,Terrace House
2011,CASA NOVACREST,1316,2,Newton,Apartment
2011,CASA PASIR RIS,680,7,Pasir Ris,Condominium
2011,CASA RIVIERA,859,5,Serangoon,Apartment
2011,CASA ROSA,744,19,Serangoon,Condominium
2011,CASA SARINA,877,5,Bedok,Condominium
2011,CASABELLA,1298,5,Bukit Timah,Condominium
2011,CASABLANCA,765,49,Woodlands,Condominium
2011,CASAFINA,791,19,Bedok,Condominium
2011,CASCADALE,706,7,Tampines,Condominium
2011,CASCATA,941,1,Bedok,Apartment
2011,CASERO @ DUNMAN,916,1,Geylang,Apartment
2011,CASHEW ESTATE,774,2,Bukit Panjang,Terrace House
2011,CASHEW HEIGHTS CONDOMINIUM,870,16,Bukit Panjang,Condominium
2011,CASHEW PARK CONDOMINIUM,766,6,Bukit Panjang,Condominium
2011,CASHEW VILLAS,1134,3,Bukit Panjang,Terrace House
2011,CASSIA VIEW,1070,4,Geylang,Apartment
2011,CASTLE GREEN,746,67,Ang Mo Kio,Condominium
2011,CASTLE LOFT,759,2,Bedok,Apartment
2011,CASUARINA COVE,1040,13,Kallang,Condominium
2011,CATHAY GARDENS,1499,1,Bedok,Terrace House
2011,CAVENAGH COURT,1278,1,Newton,Apartment
2011,CAVENAGH GARDENS,1277,1,Newton,Apartment
2011,CAVENAGH HOUSE,1404,2,Newton,Apartment
2011,CAVENDISH PARK,1042,18,Bukit Timah,Condominium
2011,CELADON VIEW,411,1,Pasir Ris,Apartment
2011,CELESTIA,1005,7,Geylang,Apartment
2011,CENTRAL GREEN CONDOMINIUM,1174,22,Bukit Merah,Condominium
2011,CENTRAL GROVE,836,18,Geylang,Condominium
2011,CENTRAL MEADOWS,848,4,Geylang,Apartment
2011,CENTRAL VIEW,806,6,Hougang,Condominium
2011,CENTRO MANSIONS,728,1,Geylang,Apartment
2011,CENTURION 12,596,1,Bishan,Semi-Detached House
2011,CENTURION RESIDENCES,626,4,Toa Payoh,Semi-Detached House
2011,CENTURY MANSIONS,803,9,Bukit Batok,Apartment
2011,CENTURY WOODS,816,10,Woodlands,Terrace House
2011,CEYLON CREST,921,2,Marine Parade,Apartment
2011,CHANCERY ESQUIRE,1310,2,Novena,Apartment
2011,CHANCERY PARK,1320,2,Novena,Condominium
2011,CHANGI COURT,915,19,Tampines,Condominium
2011,CHANGI GARDEN,579,7,Pasir Ris,Apartment
2011,CHANGI GREEN,909,12,Tampines,Condominium
2011,CHANGI GROVE,768,2,Pasir Ris,Detached House
2011,CHANGI HEIGHTS,1010,4,Pasir Ris,Terrace House
2011,CHANGI RISE CONDOMINIUM,762,54,Tampines,Condominium
2011,CHANTILLY RISE,908,6,Bukit Batok,Condominium
2011,CHAPEL COURT,1106,1,Marine Parade,Apartment
2011,CHAPEL LODGE,820,2,Marine Parade,Condominium
2011,CHARISMA VIEW,851,2,Bukit Timah,Apartment
2011,CHARLESTON,1246,2,Tanglin,Apartment
2011,CHARLTON PARK,921,10,Hougang,Semi-Detached House
2011,CHATEAU ELIZA,1864,1,Newton,Apartment
2011,CHATEAU LE FAME,1294,5,Tanglin,Apartment
2011,CHATELET,1288,2,Tanglin,Condominium
2011,CHELSEA GARDENS,1561,6,Tanglin,Condominium
2011,CHELSEA GROVE,963,4,Novena,Apartment
2011,CHELSEA LODGE,900,4,Marine Parade,Apartment
2011,CHELSEA VILLAGE,1304,3,Queenstown,Terrace House
2011,CHEN FANG MANSIONS,771,3,Geylang,Apartment
2011,CHENG SOON GARDEN,888,1,Bukit Timah,Semi-Detached House
2011,CHEOW KENG GARDEN,1261,2,Marine Parade,Terrace House
2011,CHERRY GARDENS,887,1,Serangoon,Apartment
2011,CHERRYHILL,846,14,Serangoon,Condominium
2011,CHESTER PARK,688,1,Queenstown,Terrace House
2011,CHESTERVALE,639,18,Bukit Panjang,Executive Condominium
2011,CHESTNUT GARDENS,1118,3,Bukit Panjang,Semi-Detached House
2011,CHESTNUT VILLE,785,4,Bukit Panjang,Condominium
2011,CHILTERN PARK,856,40,Serangoon,Condominium
2011,CHIP HOCK GARDENS,1589,3,Tanglin,Detached House
2011,CHIP THYE GARDEN,808,3,Ang Mo Kio,Terrace House
2011,CHIVERTON,1332,3,Tanglin,Apartment
2011,CHUAN GARDEN,716,2,Serangoon,Semi-Detached House
2011,CHUAN GREEN,927,1,Serangoon,Terrace House
2011,CHUAN HOE GARDENS,705,1,Hougang,Terrace House
2011,CHUAN LOFT,823,1,Serangoon,Terrace House
2011,CHUAN PARK,845,21,Serangoon,Condominium
2011,CHUAN TERRACE,1074,2,Serangoon,Terrace House
2011,CHUAN VALE,903,1,Serangoon,Terrace House
2011,CHUAN VILLAS,613,1,Serangoon,Terrace House
2011,CHUAN VISTA,860,1,Serangoon,Terrace House
2011,CHUAN VISTA II,875,1,Serangoon,Terrace House
2011,CITY EDGE,1450,1,Novena,Apartment
2011,CITY PLAZA,939,6,Geylang,Apartment
2011,CITY REGENCY,1286,5,Kallang,Apartment
2011,CITY SQUARE RESIDENCES,1473,59,Kallang,Condominium
2011,CITYLIGHTS,1498,60,Kallang,Condominium
2011,CITYVALE,1312,1,Rochor,Apartment
2011,CLAREMONT,1495,1,River Valley,Apartment
2011,CLASSICAL TERRACE,640,3,Serangoon,Semi-Detached House
2011,CLEMENTI GREEN,958,1,Bukit Timah,Detached House
2011,CLEMENTI PARK,1010,28,Clementi,Condominium
2011,CLEMENTIWOODS CONDOMINIUM,1075,10,Clementi,Condominium
2011,CLIFTEN,1419,1,Tanglin,Apartment
2011,CLOVER BY THE PARK,1052,4,Bishan,Condominium
2011,CLOVER PARK,1276,6,Bishan,Terrace House
2011,CLYDES RESIDENCE,1020,3,Kallang,Apartment
2011,CLYDESCOVE,728,1,Pasir Ris,Semi-Detached House
2011,CLYDESVIEW,1242,3,Tanglin,Condominium
2011,CLYDESWOOD,793,3,Serangoon,Apartment
2011,COASTAL VIEW RESIDENCES,1003,2,Pasir Ris,Apartment
2011,COASTARINA,1137,1,Bedok,Apartment
2011,COMPASS HEIGHTS,819,48,Sengkang,Apartment
2011,CORAL PARK,1046,6,Bishan,Semi-Detached House
2011,CORONA COURT,1070,1,Bukit Timah,Terrace House
2011,CORONA VILLE,1266,2,Bukit Timah,Condominium
2011,CORONATION VILLAGE,1429,1,Bukit Timah,Terrace House
2011,COSMO,1452,6,Geylang,Apartment
2011,COSTA DEL SOL,1202,115,Bedok,Condominium
2011,COSTA ESTE,1008,7,Bedok,Apartment
2011,COSTA RHU,1149,61,Kallang,Condominium
2011,COSY 23,743,1,Geylang,Apartment
2011,COSY LODGE,712,1,Geylang,Apartment
2011,COTE D'AZUR,1206,43,Marine Parade,Condominium
2011,COTSWOLD VILLAS,744,2,Serangoon,Detached House
2011,COUNTRY ESQUIRE,803,1,Bishan,Condominium
2011,COUNTRY GRANDEUR,919,7,Bishan,Condominium
2011,COUNTRY PARK CONDOMINIUM,1010,19,Bedok,Condominium
2011,CRAIG PLACE,1590,5,Outram,Apartment
2011,CRANE COURT,889,3,Geylang,Apartment
2011,CRESCENDO BUILDING,853,2,Bedok,Apartment
2011,CRESCENDO PARK,913,5,Bedok,Condominium
2011,CRYSTAL HEIGHTS,1361,1,Queenstown,Apartment
2011,CRYSTAL LODGE,618,4,Geylang,Apartment
2011,CRYSTAL MANSIONS,586,1,Geylang,Apartment
2011,CRYSTAL RHU,1211,7,Kallang,Apartment
2011,CUSCADEN RESIDENCES,2251,12,Orchard,Condominium
2011,CUSCADEN ROYALE,2787,1,River Valley,Apartment
2011,D' CASITA,1113,4,Bedok,Apartment
2011,D' DALVEY,1490,3,Tanglin,Apartment
2011,D' HILLSIDE LOFT,1097,2,Queenstown,Apartment
2011,D' KENARIS,575,2,Serangoon,Semi-Detached House
2011,D' PALMA,858,2,Bedok,Apartment
2011,D'BANYAN,988,2,Sembawang,Apartment
2011,D'CAMBRIDGE,639,1,Kallang,Apartment
2011,D'CHATEAU @ SHELFORD,1048,1,Bukit Timah,Apartment
2011,D'ECOSIA,1108,8,Bedok,Condominium
2011,D'ELIAS,433,3,Pasir Ris,Semi-Detached House
2011,D'EVELYN,1438,3,Novena,Apartment
2011,D'GALLERY,1084,4,Bedok,Apartment
2011,D'GROVE VILLAS,2056,4,Newton,Condominium
2011,D'LOTUS,1124,7,Novena,Apartment
2011,D'MANOR,586,17,Bedok,Terrace House
2011,D'OASIA,1208,2,Bedok,Apartment
2011,D'PAVILION,1103,3,Hougang,Apartment
2011,D'SAVILLE,1005,1,Bedok,Apartment
2011,D'SUNRISE,988,1,Geylang,Apartment
2011,DAHLIA PARK CONDOMINIUM,757,21,Pasir Ris,Condominium
2011,DAIRY FARM ESTATE,917,4,Bukit Panjang,Condominium
2011,DAISY PETALS,774,1,Serangoon,Terrace House
2011,DAKOTA RESIDENCES,1304,12,Geylang,Condominium
2011,DALLA VALE,715,7,Yishun,Semi-Detached House
2011,DALVEY COURT,1281,1,Tanglin,Apartment
2011,DALVEY VILLAS,1644,1,Tanglin,Detached House
2011,DAWN VILLE,984,2,Geylang,Apartment
2011,DE CENTURION,1368,1,Kallang,Apartment
2011,DE LENTE,1215,6,Bukit Timah,Apartment
2011,DE PARADISO,1011,6,Novena,Apartment
2011,DE ROYALE,1176,13,Novena,Condominium
2011,DELIGHT COURT,757,1,Geylang,Apartment
2011,DENG FU VILLE,918,5,Bedok,Apartment
2011,DERBYSHIRE HEIGHTS,1299,1,Novena,Apartment
2011,DLV.,1497,3,Tanglin,Apartment
2011,DOMAIN 21,1358,18,Bukit Merah,Condominium
2011,DORMER PARK,1457,4,Tanglin,Condominium
2011,DOVER PARKVIEW,962,63,Queenstown,Condominium
2011,DRAYCOTT EIGHT,2157,6,Newton,Condominium
2011,DUCHESS CREST,1249,22,Bukit Timah,Condominium
2011,DUCHESS MANOR,1400,1,Bukit Timah,Condominium
2011,DUCHESS PLACE,1655,2,Bukit Timah,Semi-Detached House
2011,DUET,1434,1,Tanglin,Condominium
2011,DUNEARN COURT,1089,1,Bukit Timah,Apartment
2011,DUNEARN ESTATE,1638,6,Novena,Detached House
2011,DUNEARN LODGE,802,1,Bukit Timah,Apartment
2011,DUNMAN PLACE,935,3,Geylang,Apartment
2011,DUNMAN VIEW,966,23,Geylang,Condominium
2011,E-SPACE,1029,3,Bedok,Apartment
2011,EALINE PARK,972,2,Queenstown,Semi-Detached House
2011,EAST 25 APARTMENTS,660,1,Geylang,Apartment
2011,EAST BAY GARDENS,625,5,Bedok,Apartment
2011,EAST COAST HILL,1033,4,Bedok,Semi-Detached House
2011,EAST COAST PARK,980,4,Bedok,Detached House
2011,EAST ELEGANCE,1062,1,Geylang,Apartment
2011,EAST GALLERIA,700,2,Marine Parade,Apartment
2011,EAST GROVE,749,1,Bedok,Apartment
2011,EAST MEADOWS,894,38,Bedok,Condominium
2011,EAST MEWS,898,2,Marine Parade,Apartment
2011,EAST MOON PARK,1052,1,Bedok,Terrace House
2011,EAST PALM,1022,3,Bedok,Apartment
2011,EAST SHINE,800,1,Bedok,Apartment
2011,EAST SHORE COURT,1069,12,Bedok,Apartment
2011,EAST SIGNATURE,914,2,Bedok,Apartment
2011,EAST TREASURE,763,2,Bedok,Apartment
2011,EAST VIEW,1085,1,Marine Parade,Apartment
2011,EAST VIEW 18,886,1,Geylang,Apartment
2011,EAST VIEW GARDEN,661,12,Tampines,Semi-Detached House
2011,EASTBAY,1205,3,Bedok,Apartment
2011,EASTCOVE RESIDENCES,695,1,Bedok,Apartment
2011,EASTERN LAGOON,1084,16,Bedok,Condominium
2011,EASTERN RESIDENCE,861,1,Bedok,Apartment
2011,EASTPOINT GREEN,802,51,Tampines,Condominium
2011,EASTSIDE LOFT,934,5,Geylang,Apartment
2011,EASTVALE,726,23,Pasir Ris,Executive Condominium
2011,EASTWIND MANSIONS,929,1,Geylang,Apartment
2011,EASTWOOD CENTRE,617,5,Bedok,Apartment
2011,EASTWOOD GREEN,768,9,Bedok,Condominium
2011,EASTWOOD GREEN TERRACES,837,2,Bedok,Terrace House
2011,EASTWOOD LODGE,707,2,Bedok,Apartment
2011,EASTWOOD PARK,829,2,Bedok,Terrace House
2011,EASTWOOD REGENCY,1200,2,Bedok,Apartment
2011,EASTWOOD VILLE,913,2,Bedok,Terrace House
2011,EATON PARK,1012,2,Hougang,Semi-Detached House
2011,EBONY MANSIONS,869,2,Bedok,Apartment
2011,ECOVILLE,1170,2,Novena,Apartment
2011,EDELWEISS PARK CONDOMINIUM,795,45,Pasir Ris,Condominium
2011,EDEN CREST,945,1,Serangoon,Apartment
2011,EDEN PARK,1712,1,Bukit Timah,Semi-Detached House
2011,EIGHT @ EAST COAST,736,2,Bedok,Terrace House
2011,ELIAS GREEN,583,47,Pasir Ris,Condominium
2011,ELIAS TERRACE,944,4,Pasir Ris,Terrace House
2011,ELIZABETH HEIGHT,1878,1,Newton,Condominium
2011,ELIZABETH TOWER,1773,2,Newton,Apartment
2011,EMERALD EAST,1090,2,Kallang,Apartment
2011,EMERALD GARDEN,1572,17,Outram,Condominium
2011,EMERALD HILL CONSERVATION AREA,2482,1,Newton,Terrace House
2011,EMERALD PARK,1042,31,Bukit Merah,Condominium
2011,EMERY POINT,1008,2,Geylang,Apartment
2011,EMILY RESIDENCE,1481,2,Rochor,Apartment
2011,EMPRADO SUITES,1061,3,Bedok,Apartment
2011,EN FU MANSIONS,556,1,Geylang,Apartment
2011,ENG AUN MANSION,924,1,Novena,Apartment
2011,ENG AUN PARK,1388,1,Novena,Terrace House
2011,ENG HOON MANSIONS,1051,1,Bukit Merah,Apartment
2011,ENG KONG GREEN,1089,4,Bukit Timah,Condominium
2011,ENG KONG PARK,1006,6,Bukit Timah,Apartment
2011,EQUATORIAL APARTMENTS,1263,1,Marine Parade,Apartment
2011,ESCADA VIEW,830,10,Bedok,Condominium
2011,ESPA,1000,1,Bukit Panjang,Condominium
2011,ESPIRA RESIDENCE,961,1,Bedok,Apartment
2011,ESPIRA SPRING,1023,5,Bedok,Apartment
2011,ESTELLA GARDENS,764,37,Pasir Ris,Condominium
2011,ESTERINA,1053,5,Marine Parade,Apartment
2011,ESTILO,1694,1,Rochor,Apartment
2011,ESTIQUE,1107,1,Geylang,Apartment
2011,ETON COURT,840,2,Bedok,Apartment
2011,EUNOS MANSION,774,4,Bedok,Condominium
2011,EUNOS PARK,762,2,Bedok,Condominium
2011,EUNOSVILLE,691,10,Geylang,Apartment
2011,EUPHONY GARDENS,681,46,Mandai,Condominium
2011,EURO-ASIA COURT,1257,2,River Valley,Apartment
2011,EURO-ASIA LODGE,761,2,Geylang,Apartment
2011,EURO-ASIA PARK,855,9,Toa Payoh,Condominium
2011,EVANIA,858,4,Serangoon,Apartment
2011,EVELYN MANSIONS,1456,3,Novena,Apartment
2011,EVER LODGE,653,3,Geylang,Apartment
2011,EVERGREEN GARDEN,710,1,Bedok,Semi-Detached House
2011,EVERGREEN PARK,702,41,Hougang,Apartment
2011,EVERITT GREEN,819,1,Geylang,Apartment
2011,EWART PARK,1150,1,Bukit Timah,Detached House
2011,FABER CREST,793,19,Clementi,Condominium
2011,FABER GARDEN CONDOMINIUM,626,2,Bishan,Condominium
2011,FABER HILLS,957,6,Clementi,Apartment
2011,FAIRLODGE,1145,1,Bukit Timah,Apartment
2011,FAIRMOUNT CONDOMINIUM,807,7,Bedok,Condominium
2011,FAMILIE MANSIONS,590,2,Geylang,Apartment
2011,FAR HORIZON GARDENS,640,15,Ang Mo Kio,Condominium
2011,FENGLI GARDENS,1218,1,Serangoon,Terrace House
2011,FERN LODGE,695,2,Geylang,Apartment
2011,FERNWOOD TOWERS,1022,6,Bedok,Condominium
2011,FERRARIA PARK CONDOMINIUM,946,46,Pasir Ris,Condominium
2011,FINLAND GARDENS,1062,3,Bedok,Condominium
2011,FLAME TREE PARK,954,8,Bishan,Condominium
2011,FLORA EAST,685,1,Geylang,Apartment
2011,FLORENCE GROVE,1005,4,Hougang,Terrace House
2011,FLORIDA PARK,801,2,Ang Mo Kio,Semi-Detached House
2011,FLORISSA PARK,755,3,Ang Mo Kio,Terrace House
2011,FLYNN PARK,1103,4,Queenstown,Condominium
2011,FONTAINE PARRY,1044,10,Hougang,Condominium
2011,FOREST HILLS CONDOMINIUM,652,11,Yishun,Condominium
2011,FORT GARDENS,1241,1,Kallang,Condominium
2011,FORTREDALE,1072,1,Kallang,Apartment
2011,FORTUNA GARDENS,851,2,Hougang,Terrace House
2011,FORTUNE JADE,979,8,Geylang,Apartment
2011,FORTUNE PARK,779,4,Hougang,Condominium
2011,FORTUNE SPRING,777,3,Bedok,Apartment
2011,FOUR SEASONS PARK,2728,11,River Valley,Condominium
2011,FRAGRANCE COURT,872,2,Queenstown,Apartment
2011,FRANKEL ESTATE,1139,41,Bedok,Detached House
2011,FREESIA WOODS,1114,3,Clementi,Condominium
2011,FRUITION,982,1,Geylang,Apartment
2011,FUDU PARK,766,3,Ang Mo Kio,Semi-Detached House
2011,FULTON HILL,803,3,Bishan,Terrace House
2011,FUYONG ESTATE,330,7,Bukit Panjang,Detached House
2011,FUYUEN COURT,703,4,Geylang,Apartment
2011,GALAXY TOWERS,769,3,Geylang,Apartment
2011,GALLERY 8,839,4,Marine Parade,Apartment
2011,GALLERY FIFTEEN,895,1,Novena,Apartment
2011,GALLOP GABLES,1561,3,Tanglin,Condominium
2011,GALLOP GREEN,1868,7,Tanglin,Condominium
2011,GAMBIER COURT,1199,6,River Valley,Apartment
2011,GAO MIN HUA YUAN,1024,2,Bukit Timah,Terrace House
2011,GARDEN APARTMENT,1733,1,Tanglin,Apartment
2011,GARDEN VIEW ESTATE,708,1,Serangoon,Semi-Detached House
2011,GARDENVILLE,1871,6,Tanglin,Condominium
2011,GARDENVISTA,1143,42,Bukit Timah,Condominium
2011,GARLICK VILLE,1529,5,Bukit Timah,Semi-Detached House
2011,GEMINI APARTMENTS,754,4,Bedok,Apartment
2011,GENTLE VILLAS,1105,4,Novena,Detached House
2011,GERALD GARDENS,839,2,Hougang,Terrace House
2011,GERALD RESIDENCE,1225,1,Hougang,Terrace House
2011,GEYLANG CONSERVATION AREA,1007,1,Geylang,Terrace House
2011,GEYLANG HERITAGE,813,1,Geylang,Apartment
2011,GIFFARD MANSIONS,706,1,Novena,Apartment
2011,GILSTEAD 38,1297,4,Novena,Apartment
2011,GILSTEAD MANSION,1171,1,Novena,Apartment
2011,GISBORNE LIGHT,1208,4,Tanglin,Apartment
2011,GLAMOUR VILLE,801,2,Bedok,Apartment
2011,GLASGOW RESIDENCE,1430,5,Hougang,Apartment
2011,GLENDALE PARK,917,24,Bukit Batok,Condominium
2011,GLENTREES,1286,19,Bukit Timah,Condominium
2011,GLOBAL VILLE,961,7,Novena,Apartment
2011,GLOUCESTER MANSIONS,1438,11,Novena,Apartment
2011,GOLD COAST CONDOMINIUM,968,3,Queenstown,Condominium
2011,GOLD LEAF MANSIONS,876,2,Bedok,Apartment
2011,GOLDEN HEIGHTS,1011,6,Serangoon,Apartment
2011,GOLDEN HILL ESTATE,1049,10,Serangoon,Semi-Detached House
2011,GOLDEN MILE COMPLEX,918,1,Kallang,Apartment
2011,GOLDEN RISE ESTATE,947,1,Bukit Timah,Semi-Detached House
2011,GOLDENHILL PARK CONDOMINIUM,1177,22,Serangoon,Condominium
2011,GOLDENHILL VILLAS,1255,2,Serangoon,Terrace House
2011,GOLDHILL GARDENS,1526,4,Novena,Semi-Detached House
2011,GOLDLEAF GARDENS,1194,5,Bedok,Terrace House
2011,GOODLINK PARK,892,4,Mandai,Apartment
2011,GOODLUCK GARDEN,911,8,Bukit Timah,Condominium
2011,GOODVIEW APARTMENTS,594,2,Geylang,Apartment
2011,GOODWILL COURT,632,5,Bedok,Apartment
2011,GRACE PARK,797,1,Serangoon,Semi-Detached House
2011,GRAND CHATEAU,849,8,Bukit Timah,Condominium
2011,GRAND DUCHESS AT ST PATRICK'S,1320,3,Bedok,Condominium
2011,GRAND REGALIA,616,1,Hougang,Apartment
2011,GRAND REGENCY,861,5,Bukit Timah,Apartment
2011,GRANDE VISTA,752,16,Ang Mo Kio,Condominium
2011,GRANDEUR 8,887,44,Ang Mo Kio,Condominium
2011,GRANDLINK SQUARE,726,1,Geylang,Apartment
2011,GRANGE HEIGHTS,1387,6,River Valley,Apartment
2011,GRANGE RESIDENCES,2695,11,Tanglin,Condominium
2011,GREEN HILL ESTATE,867,5,Bukit Panjang,Detached House
2011,GREEN PARK,1163,1,Bedok,Terrace House
2011,GREENBANK PARK,1109,5,Bukit Timah,Semi-Detached House
2011,GREENRIDGE,821,2,Bukit Timah,Terrace House
2011,GREENWOOD VILLAS,1572,1,Bukit Timah,Terrace House
2011,GROSVENOR VIEW,952,5,Bedok,Condominium
2011,GRYPHON TERRACE,676,1,Queenstown,Terrace House
2011,GUAN SOON TERRACE,1148,1,Tampines,Terrace House
2011,GUILIN COURT,661,4,Geylang,Apartment
2011,GUILIN MANSIONS,746,1,Geylang,Apartment
2011,GUILIN VIEW,764,51,Bukit Batok,Condominium
2011,GUILLEMARD VIEW,690,12,Geylang,Apartment
2011,HAI SING PARK,890,3,Hougang,Semi-Detached House
2011,HAIG COURT,1078,12,Marine Parade,Condominium
2011,HAIG ELEVEN,1015,5,Marine Parade,Apartment
2011,HAPPY ESTATE,1220,1,Ang Mo Kio,Terrace House
2011,HAPPY GARDENS,876,3,Geylang,Terrace House
2011,HARBOUR VIEW TOWERS,1175,11,Bukit Merah,Condominium
2011,HARBOURLIGHTS,1336,12,Bukit Merah,Apartment
2011,HARMONY @ 1A,982,4,Hougang,Apartment
2011,HARVEST MANSIONS,919,7,Bukit Merah,Apartment
